kwic,frequence,pourcentage
"avoir aucun pitié",533, 0.07786
"implorer le pitié",117, 0.01709
"inspirer le pitié",108, 0.01578
"susciter le pitié",97, 0.01417
"être le pitié",77, 0.01125
"attirer le pitié",66, 0.00964
"exciter le pitié",65, 0.00950
"montrer aucun pitié",60, 0.00876
"être un pitié",50, 0.00730
"implorer son pitié",45, 0.00657
"avoir le pitié",37, 0.00540
"provoquer le pitié",34, 0.00497
"éprouver aucun pitié",31, 0.00453
"mériter aucun pitié",27, 0.00394
"éveiller le pitié",19, 0.00278
"implorer leur pitié",18, 0.00263
"avoir un pitié",17, 0.00248
"mériter le pitié",16, 0.00234
"invoquer le pitié",16, 0.00234
"ignorer le pitié",16, 0.00234
"avoir quelque pitié",16, 0.00234
"appeler le pitié",16, 0.00234
"émouvoir le pitié",14, 0.00205
"refuser le pitié",14, 0.00205
"ressentir aucun pitié",13, 0.00190
"naître le pitié",13, 0.00190
"exprimer le pitié",12, 0.00175
"connaître le pitié",12, 0.00175
"avoir nul pitié",12, 0.00175
"voir le pitié",11, 0.00161
"implorer votre pitié",11, 0.00161
"faire tout pitié",10, 0.00146
"inspirer un pitié",9, 0.00131
"demander aucun pitié",9, 0.00131
"utiliser le pitié",8, 0.00117
"inspirer aucun pitié",8, 0.00117
"implorer ton pitié",8, 0.00117
"implorer mon pitié",8, 0.00117
"demander le pitié",8, 0.00117
"apprendre le pitié",8, 0.00117
"représenter le pitié",7, 0.00102
"exprimer son pitié",7, 0.00102
"accorder aucun pitié",7, 0.00102
"étouffer le pitié",6, 0.00088
"éprouver un pitié",6, 0.00088
"susciter son pitié",6, 0.00088
"solliciter le pitié",6, 0.00088
"réclamer le pitié",6, 0.00088
"mendier le pitié",6, 0.00088
"manifester aucun pitié",6, 0.00088
"lire le pitié",6, 0.00088
"laisser aucun pitié",6, 0.00088
"choir le pitié",6, 0.00088
"chercher le pitié",6, 0.00088
"attendre aucun pitié",6, 0.00088
"évoquer le pitié",5, 0.00073
"trouver aucun pitié",5, 0.00073
"sentir le pitié",5, 0.00073
"rendre le pitié",5, 0.00073
"oublier le pitié",5, 0.00073
"mériter votre pitié",5, 0.00073
"mériter notre pitié",5, 0.00073
"faire un pitié",5, 0.00073
"exciter son pitié",5, 0.00073
"exciter mon pitié",5, 0.00073
"espérer aucun pitié",5, 0.00073
"avoir tout pitié",5, 0.00073
"être ce pitié",4, 0.00058
"éveiller notre pitié",4, 0.00058
"éprouver le pitié",4, 0.00058
"venir le pitié",4, 0.00058
"sentir quelque pitié",4, 0.00058
"ressentir le pitié",4, 0.00058
"refuser son pitié",4, 0.00058
"prêcher le pitié",4, 0.00058
"obtenir son pitié",4, 0.00058
"obtenir le pitié",4, 0.00058
"mêler le pitié",4, 0.00058
"faire aucun pitié",4, 0.00058
"exercer le pitié",4, 0.00058
"enseigner le pitié",4, 0.00058
"engendrer le pitié",4, 0.00058
"dire le pitié",4, 0.00058
"connaître aucun pitié",4, 0.00058
"attendre son pitié",4, 0.00058
"affronter le pitié",4, 0.00058
"ôter le pitié",3, 0.00044
"être mon pitié",3, 0.00044
"éviter le pitié",3, 0.00044
"émouvoir son pitié",3, 0.00044
"témoigner son pitié",3, 0.00044
"témoigner aucun pitié",3, 0.00044
"trouver le pitié",3, 0.00044
"solliciter leur pitié",3, 0.00044
"servir le pitié",3, 0.00044
"ressentir un pitié",3, 0.00044
"reprocher mon pitié",3, 0.00044
"rechercher le pitié",3, 0.00044
"pratiquer le pitié",3, 0.00044
"posséder aucun pitié",3, 0.00044
"montrer le pitié",3, 0.00044
"mettre leur pitié",3, 0.00044
"mettre le pitié",3, 0.00044
"manifester son pitié",3, 0.00044
"jouer le pitié",3, 0.00044
"interdire le pitié",3, 0.00044
"implorer notre pitié",3, 0.00044
"exprimer leur pitié",3, 0.00044
"exprimer aucun pitié",3, 0.00044
"exclure le pitié",3, 0.00044
"exciter votre pitié",3, 0.00044
"exciter leur pitié",3, 0.00044
"décrire le pitié",3, 0.00044
"donner le pitié",3, 0.00044
"croire le pitié",3, 0.00044
"connait le pitié",3, 0.00044
"comprendre le pitié",3, 0.00044
"attirer son pitié",3, 0.00044
"aimer le pitié",3, 0.00044
"être votre pitié",2, 0.00029
"être tout pitié",2, 0.00029
"être son pitié",2, 0.00029
"être leur pitié",2, 0.00029
"éveiller son pitié",2, 0.00029
"éveiller aucun pitié",2, 0.00029
"étouffer tout pitié",2, 0.00029
"éteindre le pitié",2, 0.00029
"épuiser mon pitié",2, 0.00029
"éprouver quelque pitié",2, 0.00029
"émouvoir notre pitié",2, 0.00029
"écrire le pitié",2, 0.00029
"écouter le pitié",2, 0.00029
"vouloir aucun pitié",2, 0.00029
"voir aucun pitié",2, 0.00029
"tuer le pitié",2, 0.00029
"trahir le pitié",2, 0.00029
"tenter son pitié",2, 0.00029
"sécher le pitié",2, 0.00029
"susciter leur pitié",2, 0.00029
"surmonter le pitié",2, 0.00029
"substituer le pitié",2, 0.00029
"soulever le pitié",2, 0.00029
"solliciter son pitié",2, 0.00029
"savoir le pitié",2, 0.00029
"réserver son pitié",2, 0.00029
"réserver leur pitié",2, 0.00029
"rester quelque pitié",2, 0.00029
"rester le pitié",2, 0.00029
"ressentir quelque pitié",2, 0.00029
"ressentir ce pitié",2, 0.00029
"remplacer le pitié",2, 0.00029
"refuser tout pitié",2, 0.00029
"refuser ce pitié",2, 0.00029
"refouler le pitié",2, 0.00029
"reconnaître quelque pitié",2, 0.00029
"pêcher le pitié",2, 0.00029
"prôner le pitié",2, 0.00029
"provoquer votre pitié",2, 0.00029
"prodiguer son pitié",2, 0.00029
"pouvoir le pitié",2, 0.00029
"pousser le pitié",2, 0.00029
"porter un pitié",2, 0.00029
"plaider le pitié",2, 0.00029
"perdre tout pitié",2, 0.00029
"oublier tout pitié",2, 0.00029
"opposer le pitié",2, 0.00029
"offrir un pitié",2, 0.00029
"offrir son pitié",2, 0.00029
"nommer le pitié",2, 0.00029
"mendier son pitié",2, 0.00029
"manifester le pitié",2, 0.00029
"lasser le pitié",2, 0.00029
"laisser son pitié",2, 0.00029
"joindre le pitié",2, 0.00029
"inventer le pitié",2, 0.00029
"interdire tout pitié",2, 0.00029
"inspirer votre pitié",2, 0.00029
"inspirer quelque pitié",2, 0.00029
"inclure le pitié",2, 0.00029
"honorer le pitié",2, 0.00029
"gaspiller mon pitié",2, 0.00029
"garder votre pitié",2, 0.00029
"garder ton pitié",2, 0.00029
"gagner le pitié",2, 0.00029
"faire le pitié",2, 0.00029
"expliquer le pitié",2, 0.00029
"exercer leur pitié",2, 0.00029
"exciter notre pitié",2, 0.00029
"empêcher le pitié",2, 0.00029
"détester le pitié",2, 0.00029
"dénoncer le pitié",2, 0.00029
"défendre le pitié",2, 0.00029
"dédaigner le pitié",2, 0.00029
"déclencher le pitié",2, 0.00029
"donner mon pitié",2, 0.00029
"demander son pitié",2, 0.00029
"corrompre le pitié",2, 0.00029
"concilier le pitié",2, 0.00029
"concerner le pitié",2, 0.00029
"cest le pitié",2, 0.00029
"cacher le pitié",2, 0.00029
"attirer quelque pitié",2, 0.00029
"apporter le pitié",2, 0.00029
"accorder un pitié",2, 0.00029
"accorder son pitié",2, 0.00029
"accorder quelque pitié",2, 0.00029
"accorder leur pitié",2, 0.00029
"accorder le pitié",2, 0.00029
"accepter le pitié",2, 0.00029
"accentuer le pitié",2, 0.00029
"aborder le pitié",2, 0.00029
"être ton pitié",1, 0.00015
"être nul pitié",1, 0.00015
"être aucun pitié",1, 0.00015
"évoquer aucun pitié",1, 0.00015
"éveiller ton pitié",1, 0.00015
"étrangler mon pitié",1, 0.00015
"étouffer son pitié",1, 0.00015
"étouffer mon pitié",1, 0.00015
"étendre son pitié",1, 0.00015
"étendre mon pitié",1, 0.00015
"étendre le pitié",1, 0.00015
"étendre ce pitié",1, 0.00015
"éprouver nul pitié",1, 0.00015
"épargner son pitié",1, 0.00015
"épancher mon pitié",1, 0.00015
"émouvoir ton pitié",1, 0.00015
"émouvoir mon pitié",1, 0.00015
"émousser notre pitié",1, 0.00015
"éloigner tout pitié",1, 0.00015
"éloigner le pitié",1, 0.00015
"éliminer tout pitié",1, 0.00015
"égarer le pitié",1, 0.00015
"égaler le pitié",1, 0.00015
"â le pitié",1, 0.00015
"y''a aucun pitié",1, 0.00015
"whoredétestant le pitié",1, 0.00015
"vouloir le pitié",1, 0.00015
"voir quel pitié",1, 0.00015
"voir ce pitié",1, 0.00015
"verser votre pitié",1, 0.00015
"verser le pitié",1, 0.00015
"venir ce pitié",1, 0.00015
"veiller ton pitié",1, 0.00015
"vanter le pitié",1, 0.00015
"valoir quelque pitié",1, 0.00015
"valoir le pitié",1, 0.00015
"valoir aucun pitié",1, 0.00015
"vaincre tout pitié",1, 0.00015
"vaincre le pitié",1, 0.00015
"user le pitié",1, 0.00015
"témoigner leur pitié",1, 0.00015
"témoigner le pitié",1, 0.00015
"typer le pitié",1, 0.00015
"transformer votre pitié",1, 0.00015
"transformer son pitié",1, 0.00015
"transformer leur pitié",1, 0.00015
"transformer le pitié",1, 0.00015
"transfigurer le pitié",1, 0.00015
"traduire aucun pitié",1, 0.00015
"toucher votre pitié",1, 0.00015
"toucher le pitié",1, 0.00015
"tolérer aucun pitié",1, 0.00015
"tirer quelque pitié",1, 0.00015
"tenter le pitié",1, 0.00015
"taire ce pitié",1, 0.00015
"séduire le pitié",1, 0.00015
"susciter votre pitié",1, 0.00015
"susciter mon pitié",1, 0.00015
"surprendre le pitié",1, 0.00015
"supplier son pitié",1, 0.00015
"supplier le pitié",1, 0.00015
"suggérer le pitié",1, 0.00015
"succéder le pitié",1, 0.00015
"substituer un pitié",1, 0.00015
"subir ce pitié",1, 0.00015
"stériliser le pitié",1, 0.00015
"stimuler le pitié",1, 0.00015
"sourdre un pitié",1, 0.00015
"souligner ce pitié",1, 0.00015
"souffrir le pitié",1, 0.00015
"solliciter notre pitié",1, 0.00015
"solliciter mon pitié",1, 0.00015
"signifier son pitié",1, 0.00015
"sentir son pitié",1, 0.00015
"sentir ce pitié",1, 0.00015
"sentir aucun pitié",1, 0.00015
"savoir aucun pitié",1, 0.00015
"saisir le pitié",1, 0.00015
"révéler le pitié",1, 0.00015
"réserver ce pitié",1, 0.00015
"réfugier votre pitié",1, 0.00015
"récuser tout pitié",1, 0.00015
"réclamer votre pitié",1, 0.00015
"retrouver son pitié",1, 0.00015
"retrouver le pitié",1, 0.00015
"retourner le pitié",1, 0.00015
"restreindre son pitié",1, 0.00015
"rester aucun pitié",1, 0.00015
"resserrer le pitié",1, 0.00015
"représenter un pitié",1, 0.00015
"reprendre le pitié",1, 0.00015
"renvoyer son pitié",1, 0.00015
"renvoyer le pitié",1, 0.00015
"renier tout pitié",1, 0.00015
"rencontrer le pitié",1, 0.00015
"rencontrer aucun pitié",1, 0.00015
"remuer le pitié",1, 0.00015
"relever un pitié",1, 0.00015
"rejeter tout pitié",1, 0.00015
"regarder le pitié",1, 0.00015
"refouler tout pitié",1, 0.00015
"refouler son pitié",1, 0.00015
"redéfinir le pitié",1, 0.00015
"redoubler le pitié",1, 0.00015
"recueillir le pitié",1, 0.00015
"reconnaître ce pitié",1, 0.00015
"recommander le pitié",1, 0.00015
"rechercher votre pitié",1, 0.00015
"recevoir le pitié",1, 0.00015
"ravir notre pitié",1, 0.00015
"ravaler ton pitié",1, 0.00015
"rappeler quel pitié",1, 0.00015
"ranimer son pitié",1, 0.00015
"ramener le pitié",1, 0.00015
"ramasser le pitié",1, 0.00015
"raconter ton pitié",1, 0.00015
"quêter notre pitié",1, 0.00015
"quêter leur pitié",1, 0.00015
"quêter le pitié",1, 0.00015
"quémander son pitié",1, 0.00015
"quémander notre pitié",1, 0.00015
"quémander le pitié",1, 0.00015
"quitter tout pitié",1, 0.00015
"quitter le pitié",1, 0.00015
"quemander le pitié",1, 0.00015
"pénétrer le pitié",1, 0.00015
"purifier le pitié",1, 0.00015
"punir le pitié",1, 0.00015
"présenter le pitié",1, 0.00015
"présager aucun pitié",1, 0.00015
"préférer le pitié",1, 0.00015
"précéder le pitié",1, 0.00015
"provoquer son pitié",1, 0.00015
"provoquer mon pitié",1, 0.00015
"provoquer leur pitié",1, 0.00015
"prouver son pitié",1, 0.00015
"proscrire le pitié",1, 0.00015
"produire un pitié",1, 0.00015
"procurer le pitié",1, 0.00015
"privilégier le pitié",1, 0.00015
"prier ton pitié",1, 0.00015
"prendre quelque pitié",1, 0.00015
"prendre nul pitié",1, 0.00015
"prendre aucun pitié",1, 0.00015
"pouvoir son pitié",1, 0.00015
"pousser son pitié",1, 0.00015
"porter le pitié",1, 0.00015
"porter aucun pitié",1, 0.00015
"pleurer le pitié",1, 0.00015
"placer le pitié",1, 0.00015
"piétiner ton pitié",1, 0.00015
"personnifier le pitié",1, 0.00015
"persister leur pitié",1, 0.00015
"permettre le pitié",1, 0.00015
"peindre le pitié",1, 0.00015
"passer le pitié",1, 0.00015
"partager son pitié",1, 0.00015
"partager le pitié",1, 0.00015
"parler le pitié",1, 0.00015
"paraître le pitié",1, 0.00015
"paralyser le pitié",1, 0.00015
"omettre le pitié",1, 0.00015
"offrir aucun pitié",1, 0.00015
"offenser le pitié",1, 0.00015
"obtenir votre pitié",1, 0.00015
"obtenir aucun pitié",1, 0.00015
"obliger mon pitié",1, 0.00015
"néprouvant aucun pitié",1, 0.00015
"nourrir le pitié",1, 0.00015
"nommer mon pitié",1, 0.00015
"nexprime aucun pitié",1, 0.00015
"naître votre pitié",1, 0.00015
"naître ce pitié",1, 0.00015
"navoir aucun pitié",1, 0.00015
"navait aucun pitié",1, 0.00015
"naura aucun pitié",1, 0.00015
"nas aucun pitié",1, 0.00015
"mériter quelque pitié",1, 0.00015
"mériter mon pitié",1, 0.00015
"mépriser le pitié",1, 0.00015
"moraliser le pitié",1, 0.00015
"montrer son pitié",1, 0.00015
"montrer quelque pitié",1, 0.00015
"montrer leur pitié",1, 0.00015
"mobiliser le pitié",1, 0.00015
"minspire un pitié",1, 0.00015
"mettre votre pitié",1, 0.00015
"mettre son pitié",1, 0.00015
"marquer quelque pitié",1, 0.00015
"marchander le pitié",1, 0.00015
"louer le pitié",1, 0.00015
"lire un pitié",1, 0.00015
"laisser un pitié",1, 0.00015
"laisser ton pitié",1, 0.00015
"laisser quelque pitié",1, 0.00015
"juger le pitié",1, 0.00015
"javais un pitié",1, 0.00015
"invoquer notre pitié",1, 0.00015
"invoquer mon pitié",1, 0.00015
"intituler le pitié",1, 0.00015
"interest le pitié",1, 0.00015
"inspirer son pitié",1, 0.00015
"inciter le pitié",1, 0.00015
"incarner le pitié",1, 0.00015
"importer mon pitié",1, 0.00015
"implorer un pitié",1, 0.00015
"implorer quelque pitié",1, 0.00015
"hâtisais le pitié",1, 0.00015
"haïr le pitié",1, 0.00015
"gérer le pitié",1, 0.00015
"généraliser le pitié",1, 0.00015
"glacer le pitié",1, 0.00015
"garder le pitié",1, 0.00015
"frôler le pitié",1, 0.00015
"frapper le pitié",1, 0.00015
"forcer le pitié",1, 0.00015
"fléchir le pitié",1, 0.00015
"feindre le pitié",1, 0.00015
"faire ton pitié",1, 0.00015
"faire notre pitié",1, 0.00015
"faillir aucun pitié",1, 0.00015
"exprimer un pitié",1, 0.00015
"exprimer quelque pitié",1, 0.00015
"exister nul pitié",1, 0.00015
"exister le pitié",1, 0.00015
"exciter un pitié",1, 0.00015
"exciter ce pitié",1, 0.00015
"exciter aucun pitié",1, 0.00015
"exaspérer le pitié",1, 0.00015
"exalter le pitié",1, 0.00015
"ex-cite le pitié",1, 0.00015
"etre un pitié",1, 0.00015
"etc. quel pitié",1, 0.00015
"etc. aucun pitié",1, 0.00015
"est-à-dire le pitié",1, 0.00015
"essayer le pitié",1, 0.00015
"espérer quelque pitié",1, 0.00015
"envoyer son pitié",1, 0.00015
"entrer le pitié",1, 0.00015
"enthrosne le pitié",1, 0.00015
"enlever tout pitié",1, 0.00015
"engendrer votre pitié",1, 0.00015
"endurer son pitié",1, 0.00015
"embrasser le pitié",1, 0.00015
"détourner le pitié",1, 0.00015
"désapprendre le pitié",1, 0.00015
"déplorer le pitié",1, 0.00015
"dépasser le pitié",1, 0.00015
"dépasser ce pitié",1, 0.00015
"démarquer le pitié",1, 0.00015
"délirer le pitié",1, 0.00015
"déduire le pitié",1, 0.00015
"décorer son pitié",1, 0.00015
"déclencher un pitié",1, 0.00015
"douter le pitié",1, 0.00015
"donner son pitié",1, 0.00015
"distribuer le pitié",1, 0.00015
"distinguer le pitié",1, 0.00015
"dissimuler un pitié",1, 0.00015
"diminuer le pitié",1, 0.00015
"dexciter le pitié",1, 0.00015
"devoir quelque pitié",1, 0.00015
"deviner mon pitié",1, 0.00015
"devenir votre pitié",1, 0.00015
"descendre le pitié",1, 0.00015
"demeurer le pitié",1, 0.00015
"demander un pitié",1, 0.00015
"demander ton pitié",1, 0.00015
"demander leur pitié",1, 0.00015
"daient aucun pitié",1, 0.00015
"céder aucun pitié",1, 0.00015
"cultiver le pitié",1, 0.00015
"couvrir son pitié",1, 0.00015
"contester leur pitié",1, 0.00015
"constituer le pitié",1, 0.00015
"considérer le pitié",1, 0.00015
"connois le pitié",1, 0.00015
"connaître son pitié",1, 0.00015
"connait aucun pitié",1, 0.00015
"conjurer le pitié",1, 0.00015
"confondre le pitié",1, 0.00015
"condamner le pitié",1, 0.00015
"concevoir quelque pitié",1, 0.00015
"composer le pitié",1, 0.00015
"commander le pitié",1, 0.00015
"colorer le pitié",1, 0.00015
"clementr mon pitié",1, 0.00015
"circuler le pitié",1, 0.00015
"choisir le pitié",1, 0.00015
"changer mon pitié",1, 0.00015
"cest un pitié",1, 0.00015
"causer un pitié",1, 0.00015
"branler le pitié",1, 0.00015
"borner le pitié",1, 0.00015
"blâmer le pitié",1, 0.00015
"blamelaisse le pitié",1, 0.00015
"bannir le pitié",1, 0.00015
"avvoir aucun pitié",1, 0.00015
"avouer son pitié",1, 0.00015
"avoir votre pitié",1, 0.00015
"avoir son pitié",1, 0.00015
"avoir mon pitié",1, 0.00015
"avoir ce pitié",1, 0.00015
"augmenter le pitié",1, 0.00015
"attiser son pitié",1, 0.00015
"attiser le pitié",1, 0.00015
"attirer votre pitié",1, 0.00015
"attirer notre pitié",1, 0.00015
"attirer mon pitié",1, 0.00015
"attendre un pitié",1, 0.00015
"attendre nul pitié",1, 0.00015
"attendre le pitié",1, 0.00015
"assister le pitié",1, 0.00015
"assimiler le pitié",1, 0.00015
"articuler le pitié",1, 0.00015
"apprécier le pitié",1, 0.00015
"apporter son pitié",1, 0.00015
"appeler un pitié",1, 0.00015
"appeler notre pitié",1, 0.00015
"analyser le pitié",1, 0.00015
"amener le pitié",1, 0.00015
"aller mon pitié",1, 0.00015
"aller le pitié",1, 0.00015
"ailler aucun pitié",1, 0.00015
"agir le pitié",1, 0.00015
"afficher un pitié",1, 0.00015
"afficher son pitié",1, 0.00015
"afficher leur pitié",1, 0.00015
"affecter le pitié",1, 0.00015
"adapter le pitié",1, 0.00015
"acheter le pitié",1, 0.00015
"accroître le pitié",1, 0.00015
"accorder votre pitié",1, 0.00015
"accorder notre pitié",1, 0.00015
"accorder mon pitié",1, 0.00015
"accepter votre pitié",1, 0.00015
"accepter son pitié",1, 0.00015
"accepter aucun pitié",1, 0.00015
"accentuer notre pitié",1, 0.00015
"abandonner tout pitié",1, 0.00015
